"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:ER(4.0.1)","MOZ.XDC_USD.PA_RT.M","OBS_VALUE","Mozambique, Republic of","Domestic currency per US Dollar","Period average","Monthly","Units","","","63.91","63.9","63.9","","63.91","63.91","63.9","","63.9","63.91","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_USD.PA_RT.Q","OBS_VALUE","Mozambique, Republic of","Domestic currency per US Dollar","Period average","Quarterly","Units","","63.90333333333333","","","","63.90666666666667","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_USD.EOP_RT.Q","OBS_VALUE","Mozambique, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","63.9","","","","63.9","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_USD.PA_RT.M","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per US Dollar","Period average","Monthly","Units","","","20541.1363636364","20499.3","20448.7","","20438.1052631579","20421.2380952381","20379.5714285714","","20359.8695652174","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_USD.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","20450","","","","20357","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_XDR.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","26754.49232959656","26816.24211325496","27171.81890414527","","27699.98955792032","27683.63728126467","27970.59631766969","","27619.85540392599","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.USD_XDC.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.00004873294346978558","0.00004881382407497803","0.00004889975550122249","","0.00004895721139723881","0.0000490075961774075","0.00004912315174141573","","0.00004905567819475104","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDR_XDC.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.00003737690058479534","0.00003729083276383873","0.00003680283618581906","","0.00003610109664153529","0.00003612242097525116","0.00003575182983740237","","0.00003620583762570517","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_USD.PA_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per US Dollar","Period average","Quarterly","Units","","20496.3787878788","","","","20412.9715956558","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.EUR_XDC.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.00004521475312179611","","","","0.00004191395199779499","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDR_XDC.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.00003680283618581906","","","","0.00003575182983740237","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.EUR_XDC.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","Euros per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.00004689016017491155","0.00004688677751894922","0.00004521475312179611","","0.00004304687540423706","0.00004322038643390731","0.00004191395199779499","","0.00004285835942228817","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.USD_XDC.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.00004889975550122249","","","","0.00004912315174141573","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.USD_XDC.PA_RT.M","OBS_VALUE","Lao People's Democratic Republic","US Dollar per domestic currency","Period average","Monthly","Units","","","0.00004868279837576473","0.00004878215353695004","0.00004890286424075858","","0.00004892821458369814","0.00004896862743269144","0.00004906874531218244","","0.00004911622821535115","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_EUR.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","21326.436","21327.9746","22116.675","","23230.4898","23137.2295","23858.404","","23332.671","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDR_XDC.PA_RT.Q","OBS_VALUE","Lao People's Democratic Republic","SDR per domestic currency","Period average","Quarterly","Units","","0.00003717086015958414","","","","0.000036146935073249","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_USD.EOP_RT.M","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","20520","20486","20450","","20426","20405","20357","","20385","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_XDR.PA_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per SDR","Period average","Quarterly","Units","","26902.7941701306","","","","27664.86281543861","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_XDR.PA_RT.M","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per SDR","Period average","Monthly","Units","","","26736.61565998369","26811.17230294038","27162.3733744798","","27554.20422450277","27631.67494865512","27809.26637828525","","27864.72203862155","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_EUR.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","22116.675","","","","23858.404","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDR_XDC.PA_RT.M","OBS_VALUE","Lao People's Democratic Republic","SDR per domestic currency","Period average","Monthly","Units","","","0.00003740189157510633","0.00003729788420666447","0.00003681563412052727","","0.00003629210235404813","0.00003619035045317337","0.00003595923698227602","","0.00003588767182439367","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.USD_XDC.PA_RT.Q","OBS_VALUE","Lao People's Democratic Republic","US Dollar per domestic currency","Period average","Quarterly","Units","","0.00004878910613182961","","","","0.00004898845791823938","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LAO.XDC_XDR.EOP_RT.Q","OBS_VALUE","Lao People's Democratic Republic","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","27171.81890414527","","","","27970.59631766969","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDR_XDC.PA_RT.M","OBS_VALUE","Mozambique, Republic of","SDR per domestic currency","Period average","Monthly","Units","","","0.01202123854016903","0.01196526631796052","0.01178140621972498","","0.01160603674125077","0.01156394560091318","0.01146844817836026","","0.01143455895686984","0.01145457159983126","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.USD_XDC.PA_RT.M","OBS_VALUE","Mozambique, Republic of","US Dollar per domestic currency","Period average","Monthly","Units","","","0.01564700359881083","0.01564945226917058","0.01564945226917058","","0.01564700359881083","0.01564700359881083","0.01564945226917058","","0.01564945226917058","0.01564700359881083","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_XDR.EOP_RT.Q","OBS_VALUE","Mozambique, Republic of","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","84.90362972982312","","","","87.79884583676833","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_EUR.EOP_RT.M","OBS_VALUE","Mozambique, Republic of","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","66.421663","66.52629","69.10785","","72.684843","72.467549","74.8908","","73.13994","74.506278","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_XDR.EOP_RT.M","OBS_VALUE","Mozambique, Republic of","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","83.32746612010313","83.64531245909364","84.90362972982312","","86.66926136525447","86.7072412960365","87.79884583676833","","86.57879618890708","87.46994118943245","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_XDR.PA_RT.Q","OBS_VALUE","Mozambique, Republic of","Domestic currency per SDR","Period average","Quarterly","Units","","83.87716880352565","","","","86.61008310527158","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_XDR.PA_RT.M","OBS_VALUE","Mozambique, Republic of","Domestic currency per SDR","Period average","Monthly","Units","","","83.18610404897092","83.57523965003147","84.87951109993589","","86.16205706516068","86.47567487009209","87.19575521009842","","87.45418199092008","87.30138803399083","","","","","",""
"IMF.STA:ER(4.0.1)","MOZ.XDC_USD.EOP_RT.M","OBS_VALUE","Mozambique, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","63.91","63.9","63.9","","63.91","63.91","63.9","","63.9","63.91","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_XDR.EOP_RT.Q","OBS_VALUE","Burundi","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","3892.200292844445","","","","4043.720802418246","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_XDR.EOP_RT.M","OBS_VALUE","Burundi","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","3807.338971073334","3828.15404351127","3892.200292844445","","3979.029049323232","3987.081421504915","4043.720802418246","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDR_XDC.PA_RT.M","OBS_VALUE","Burundi","SDR per domestic currency","Period average","Monthly","Units","","","0.0002633178947321854","0.0002616240257174406","0.000257203426537305","","0.0002529961860453493","0.0002516726248925142","0.0002491759140835763","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.USD_XDC.PA_RT.M","OBS_VALUE","Burundi","US Dollar per domestic currency","Period average","Monthly","Units","","","0.0003427380658605467","0.0003421798223402362","0.0003416479045025777","","0.000341083896405999","0.0003405345029558395","0.0003400169328432556","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_USD.EOP_RT.M","OBS_VALUE","Burundi","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","2920.13","2924.48","2929.34","","2934.14","2938.79","2943.02","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_XDR.PA_RT.M","OBS_VALUE","Burundi","Domestic currency per SDR","Period average","Monthly","Units","","","3797.691003936809","3822.278925866009","3887.973085984371","","3952.628755521046","3973.41586287776","4013.22898193358","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_USD.PA_RT.M","OBS_VALUE","Burundi","Domestic currency per US Dollar","Period average","Monthly","Units","","","2917.68","2922.44","2926.99","","2931.83","2936.56","2941.03","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_USD.PA_RT.Q","OBS_VALUE","Burundi","Domestic currency per US Dollar","Period average","Quarterly","Units","","2922.37","","","","2936.473333333333","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_EUR.EOP_RT.M","OBS_VALUE","Burundi","Domestic currency per Euro","End-of-period (EoP)","Monthly","Units","","","3034.891109","3044.676128","3168.08121","","3336.997422","3332.293981","3449.21944","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_EUR.EOP_RT.Q","OBS_VALUE","Burundi","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","3168.08121","","","","3449.21944","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.USD_XDC.PA_RT.Q","OBS_VALUE","Burundi","US Dollar per domestic currency","Period average","Quarterly","Units","","0.0003421880186287157","","","","0.0003405445534439271","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_USD.EOP_RT.Q","OBS_VALUE","Burundi","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","2929.34","","","","2943.02","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.EUR_XDC.EOP_RT.M","OBS_VALUE","Burundi","Euros per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.0003295011135768562","0.0003284421586925517","0.0003156484741753195","","0.0002996705941117146","0.0003000935708859356","0.0002899206668045452","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDR_XDC.PA_RT.Q","OBS_VALUE","Burundi","SDR per domestic currency","Period average","Quarterly","Units","","0.0002607021115403284","","","","0.0002512763696997917","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.USD_XDC.EOP_RT.Q","OBS_VALUE","Burundi","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0003413738248206081","","","","0.000339787021494927","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDR_XDC.EOP_RT.M","OBS_VALUE","Burundi","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.0002626506354169164","0.0002612225079330343","0.0002569240852888363","","0.0002513175922075974","0.0002508100272561156","0.0002472969942440079","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDC_XDR.PA_RT.Q","OBS_VALUE","Burundi","Domestic currency per SDR","Period average","Quarterly","Units","","3835.795552600687","","","","3979.68181884645","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.USD_XDC.EOP_RT.M","OBS_VALUE","Burundi","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.0003424505073404266","0.0003419411314148156","0.0003413738248206081","","0.000340815366683253","0.0003402761000275624","0.000339787021494927","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.XDR_XDC.EOP_RT.Q","OBS_VALUE","Burundi","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0002569240852888363","","","","0.0002472969942440079","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BDI.EUR_XDC.EOP_RT.Q","OBS_VALUE","Burundi","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.0003156484741753195","","","","0.0002899206668045452","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDR_XDC.EOP_RT.Q","OBS_VALUE","Bosnia and Herzegovina","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.4154766025359696","","","","0.4355215127760159","","","","0.4371907216494843","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_USD.EOP_RT.Q","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","1.811457","","","","1.6711","","","","1.6684","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.USD_XDC.PA_RT.Q","OBS_VALUE","Bosnia and Herzegovina","US Dollar per domestic currency","Period average","Quarterly","Units","","0.5374563927614411","","","","0.5788935414777224","","","","0.5971456438225284","","","","","","","",""
"IMF.STA:ER(4.0.1)","ALB.XDC_XDR.PA_RT.Q","OBS_VALUE","Albania","Domestic currency per SDR","Period average","Quarterly","Units","","123.4203252192716","","","","117.6409959390975","","","","114.0410233020356","","","","","","","",""
"IMF.STA:ER(4.0.1)","ALB.XDC_XDR.EOP_RT.Q","OBS_VALUE","Albania","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","122.4392719812707","","","","114.9629018961253","","","","112.9818798506737","","","","","","","",""
"IMF.STA:ER(4.0.1)","ALB.XDR_XDC.EOP_RT.Q","OBS_VALUE","Albania","SDR per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.008167314161692893","","","","0.008698458228755827","","","","0.008850976823201062","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDR_XDC.PA_RT.M","OBS_VALUE","Bosnia and Herzegovina","SDR per domestic currency","Period average","Monthly","Units","","","0.4067061803181294","0.4071870105862599","0.414757864998964","","0.4246532364649548","0.4260892264942988","0.4307999756611724","","0.436663071382288","0.4349742548694093","0.437329605793749","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_XDR.EOP_RT.M","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per SDR","End-of-period (EoP)","Monthly","Units","","","2.45127344603598","2.443626462811215","2.406874403747984","","2.332109666246724","2.35212555523296","2.296097829073921","","2.298877049979947","2.292613025917983","2.28733125036845","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_USD.EOP_RT.M","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per US Dollar","End-of-period (EoP)","Monthly","Units","","","1.880063","1.866784","1.811457","","1.7197","1.7337","1.6711","","1.6967","1.6751","1.6684","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDR_XDC.EOP_RT.M","OBS_VALUE","Bosnia and Herzegovina","SDR per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.4079512229111472","0.409227848535235","0.4154766025359696","","0.4287963016805255","0.4251473726711658","0.4355215127760159","","0.4349949902752402","0.4361835114321533","0.4371907216494843","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_XDR.PA_RT.M","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per SDR","Period average","Monthly","Units","","","2.458777487024639","2.455874018574953","2.411045297483383","","2.354862542258115","2.346926272291891","2.321262898089177","","2.290095191320917","2.298986638416626","2.286604855358488","","","","",""
"IMF.STA:ER(4.0.1)","BIH.USD_XDC.PA_RT.M","OBS_VALUE","Bosnia and Herzegovina","US Dollar per domestic currency","Period average","Monthly","Units","","","0.529374161059356","0.5325626289847663","0.5509302786536037","","0.5725081582412549","0.5765350245027385","0.5878549174063841","","0.5976214665630789","0.5941770647653001","0.5996641880546894","","","","",""
"IMF.STA:ER(4.0.1)","BIH.USD_XDC.EOP_RT.M","OBS_VALUE","Bosnia and Herzegovina","US Dollar per domestic currency","End-of-period (EoP)","Monthly","Units","","","0.5318970694067167","0.535680614361383","0.5520418094384796","","0.5814967726929116","0.5768010613139528","0.5984082340973012","","0.5893793835091648","0.5969792848188168","0.5993766482857828","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_USD.PA_RT.Q","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per US Dollar","Period average","Quarterly","Units","","1.860616067588327","","","","1.727433333333333","","","","1.674633333333333","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDR_XDC.PA_RT.Q","OBS_VALUE","Bosnia and Herzegovina","SDR per domestic currency","Period average","Quarterly","Units","","0.4094708430039623","","","","0.4271460696526136","","","","0.4363180421703888","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_XDR.PA_RT.Q","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per SDR","Period average","Quarterly","Units","","2.442176328511682","","","","2.341119516359528","","","","2.291906140359616","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.XDC_XDR.EOP_RT.Q","OBS_VALUE","Bosnia and Herzegovina","Domestic currency per SDR","End-of-period (EoP)","Quarterly","Units","","2.406874403747984","","","","2.296097829073921","","","","2.28733125036845","","","","","","","",""
"IMF.STA:ER(4.0.1)","BIH.USD_XDC.EOP_RT.Q","OBS_VALUE","Bosnia and Herzegovina","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.5520418094384796","","","","0.5984082340973012","","","","0.5993766482857828","","","","","","","",""
